,label,snv,sna,cn,jc,aa,pa,sd
257,0,1,7,1,0.05555555555555555,0.34420374081340877,7,4
258,1,0,3289,0,0.0,0.0,0,999999
259,0,0,12,0,0.0,0.0,0,999999
260,0,0,343,0,0.0,0.0,0,999999
261,1,0,3575,0,0.0,0.0,0,999999
262,0,0,92,0,0.0,0.0,0,999999
263,0,0,60,0,0.0,0.0,0,999999
264,1,8,1228,5,0.02976190476190476,1.647371543066006,9824,1
265,0,8,34,6,0.06976744186046512,1.9710801176740524,272,3
266,0,8,12,6,0.10526315789473684,1.9710801176740524,96,3
267,1,0,3289,0,0.0,0.0,0,999999
268,0,0,22,0,0.0,0.0,0,999999
269,0,0,2,0,0.0,0.0,0,999999
270,1,2,31,1,0.011363636363636364,0.3921217481571919,62,1
271,0,2,1,1,0.125,0.3921217481571919,2,3
272,0,2,223,2,0.014925373134328358,1.0626498998016212,446,3
273,1,1,310,0,0.0,0.0,310,1
274,0,1,62,1,0.009174311926605505,0.4013869212466589,62,3
275,0,1,5,0,0.0,0.0,5,16
276,1,2,3289,2,0.01092896174863388,0.7743907984221606,6578,3
277,0,2,241,2,0.015625,0.7743907984221606,482,3
278,0,2,3,0,0.0,0.0,6,7
279,1,6,3289,4,0.021739130434782608,1.922670180060307,19734,1
280,0,6,162,5,0.03759398496240601,2.2069982548330245,972,3
281,0,6,5,0,0.0,0.0,30,16
282,1,1,3575,0,0.0,0.0,3575,1
283,0,1,10,1,0.09090909090909091,0.2814304284315703,10,12
284,0,1,2,0,0.0,0.0,2,5
285,1,4,11,3,0.075,1.0578962844368476,44,3
286,0,4,2,3,0.07142857142857142,1.0578962844368476,8,3
287,0,4,9,3,0.061224489795918366,1.0578962844368476,36,3
288,1,1,804,1,0.006756756756756757,0.2814304284315703,804,3
289,0,1,1,1,0.04,0.2814304284315703,1,5
290,0,1,34,1,0.011627906976744186,0.2814304284315703,34,3
291,1,1,141,1,0.006578947368421052,0.34684967693658786,141,3
292,0,1,187,1,0.007142857142857143,0.34684967693658786,187,3
293,0,1,106,1,0.008695652173913044,0.34684967693658786,106,3
294,1,4,179,3,0.021739130434782608,1.1386737123270472,716,3
295,0,4,7,3,0.058823529411764705,1.1386737123270472,28,3
296,0,4,858,3,0.018404907975460124,1.1386737123270472,3432,3
297,1,7,1438,5,0.03184713375796178,1.687813739809184,10066,1
298,0,7,4,1,0.07692307692307693,0.33805644974771665,28,7
299,0,7,25,5,0.0684931506849315,1.687813739809184,175,3
300,1,5,1438,3,0.019230769230769232,0.9817327706825657,7190,3
301,0,5,135,3,0.02142857142857143,0.9817327706825657,675,3
302,0,5,2,0,0.0,0.0,10,6
303,1,4,1228,4,0.023952095808383235,1.250967809357011,4912,3
304,0,4,355,4,0.024390243902439025,1.250967809357011,1420,3
305,0,4,97,4,0.04938271604938271,1.250967809357011,388,3
306,1,1,34,1,0.011627906976744186,0.31668029006859366,34,3
307,0,1,97,1,0.012345679012345678,0.31668029006859366,97,3
308,0,1,10,0,0.0,0.0,10,5
309,1,2,476,2,0.012987012987012988,3.7872133671574804,952,3
310,0,2,2,1,0.1111111111111111,0.4652852722701181,4,3
311,0,2,1,0,0.0,0.0,2,5
312,1,4,3575,4,0.022598870056497175,1.7854589950377542,14300,3
313,0,4,18,2,0.15384615384615385,0.8400872390419144,72,20
314,0,4,473,4,0.025974025974025976,1.7854589950377542,1892,3
315,1,5,476,5,0.032467532467532464,2.149887051420568,2380,3
316,0,5,7,4,0.21052631578947367,1.367875568321027,35,3
317,0,5,3,2,0.14285714285714285,0.5657585032042879,15,3
318,1,1,56,1,0.011764705882352941,0.5092199809343437,56,3
319,0,1,2,0,0.0,0.0,2,6
320,0,1,7,1,0.016666666666666666,0.5092199809343437,7,3
321,1,4,3575,2,0.011235955056179775,0.6717860634491323,14300,1
322,0,4,241,3,0.0234375,0.9532164918807026,964,3
323,0,4,2,2,0.05555555555555555,0.5657585032042879,8,6
324,1,3,804,3,0.02027027027027027,0.9302551100166155,2412,3
325,0,3,60,3,0.030612244897959183,0.9302551100166155,180,3
326,0,3,43,3,0.02857142857142857,0.9302551100166155,129,3
327,1,1,241,1,0.0078125,0.4146590764403245,241,3
328,0,1,256,1,0.008333333333333333,0.4146590764403245,256,3
329,0,1,25,1,0.013888888888888888,0.4146590764403245,25,3
330,1,5,46,3,0.02727272727272727,1.5116758311561456,230,3
331,0,5,517,3,0.019867549668874173,1.5116758311561456,2585,3
332,0,5,7,0,0.0,0.0,35,5
333,1,2,643,2,0.013888888888888888,0.917326165233685,1286,3
334,0,2,1,0,0.0,0.0,2,5
335,0,2,1438,2,0.01282051282051282,0.917326165233685,2876,3
336,1,3,1228,3,0.017964071856287425,1.0314226717931287,3684,3
337,0,3,256,3,0.025,1.0314226717931287,768,3
338,0,3,10,2,0.03125,0.7147423817245351,30,3
339,1,0,3289,0,0.0,0.0,0,999999
340,0,0,15,0,0.0,0.0,0,999999
341,0,0,5,0,0.0,0.0,0,999999
342,1,5,141,4,0.026143790849673203,1.9110734819321178,705,3
343,0,5,355,5,0.03048780487804878,2.499665391999897,1775,3
344,0,5,3575,5,0.02824858757062147,2.499665391999897,17875,3
345,1,1,908,1,0.0058823529411764705,0.35609860143758665,908,3
346,0,1,1,0,0.0,0.0,1,5
347,0,1,21,1,0.01694915254237288,0.35609860143758665,21,3
348,1,10,473,8,0.05161290322580645,2.956226405753312,4730,1
349,0,10,136,9,0.06382978723404255,3.330077588070824,1360,3
350,0,10,3,6,0.13333333333333333,1.9484254885346102,30,5
351,1,5,1438,3,0.01910828025477707,0.9302551100166155,7190,1
352,0,5,0,0,0.0,0.0,0,999999
353,0,5,10,4,0.04878048780487805,1.246935400085209,50,3
354,1,2,3575,2,0.011299435028248588,0.7682827364691582,7150,3
355,0,2,60,2,0.02040816326530612,0.7682827364691582,120,3
356,0,2,37,2,0.0273972602739726,0.7682827364691582,74,3
357,1,3,3575,2,0.011235955056179775,0.690189857110749,10725,1
358,0,3,41,3,0.02586206896551724,0.9716202855423194,123,3
359,0,3,3,2,0.1111111111111111,0.5657585032042879,9,5
360,1,2,241,2,0.015625,0.6989871512130421,482,3
361,0,2,908,2,0.011764705882352941,0.6989871512130421,1816,3
362,0,2,21,1,0.016666666666666666,0.2843280747727176,42,3
363,1,4,355,3,0.018292682926829267,1.080042359568285,1420,3
364,0,4,162,3,0.022556390977443608,1.080042359568285,648,3
365,0,4,11,2,0.04,0.6252192741797407,44,13
366,1,6,503,4,0.023809523809523808,1.6230108786725665,3018,1
367,0,6,35,4,0.039603960396039604,1.421145437433872,210,3
368,0,6,1,1,0.0625,0.3701554080932367,6,5
369,1,9,476,9,0.05844155844155844,3.172218166884133,4284,3
370,0,9,97,9,0.1111111111111111,3.172218166884133,873,3
371,0,9,57,9,0.07317073170731707,3.172218166884133,513,3
372,1,3,144,3,0.02564102564102564,1.078855755718973,432,3
373,0,3,8,3,0.14285714285714285,1.078855755718973,24,3
374,0,3,2,0,0.0,0.0,6,6
375,1,0,3575,0,0.0,0.0,0,999999
376,0,0,81,0,0.0,0.0,0,999999
377,0,0,3,0,0.0,0.0,0,999999
378,1,4,3289,4,0.02185792349726776,1.349961065606547,13156,3
379,0,4,9,2,0.06060606060606061,0.6051390030396169,36,3
380,0,4,25,4,0.04938271604938271,1.349961065606547,100,3
381,1,4,3575,3,0.016853932584269662,1.0017752302890255,14300,1
382,0,4,299,4,0.02857142857142857,1.2832056587205958,1196,3
383,0,4,17,4,0.041666666666666664,1.2832056587205958,68,3
384,1,3,473,3,0.01948051948051948,1.0870270753100524,1419,3
385,0,3,19,2,0.05263157894736842,0.6717860634491323,57,3
386,0,3,3,1,0.06666666666666667,0.2843280747727176,9,4
387,1,2,3289,2,0.01092896174863388,0.598110718500164,6578,3
388,0,2,7,2,0.03333333333333333,0.598110718500164,14,3
389,0,2,3,2,0.046511627906976744,0.598110718500164,6,6
390,1,12,1228,4,0.023809523809523808,1.3451602525134128,14736,3
391,0,12,52,4,0.07017543859649122,1.3279776277144364,624,3
392,0,12,1,2,0.2,0.648170451668803,12,3
393,1,2,3289,2,0.01092896174863388,0.6575714894756166,6578,3
394,0,2,16,0,0.0,0.0,32,20
395,0,2,3,0,0.0,0.0,6,5
396,1,1,3289,1,0.00546448087431694,0.4198122776313299,3289,3
397,0,1,4,0,0.0,0.0,4,5
398,0,1,8,0,0.0,0.0,8,5
399,1,1,3575,1,0.005649717514124294,0.2843280747727176,3575,3
400,0,1,37,1,0.0136986301369863,0.2843280747727176,37,3
401,0,1,31,1,0.009433962264150943,0.2843280747727176,31,3
402,1,8,291,8,0.057971014492753624,2.9982592699528,2328,3
403,0,8,36,8,0.08,2.9982592699528,288,3
404,0,8,14,8,0.07407407407407407,2.9982592699528,112,3
405,1,4,515,2,0.013422818791946308,0.5657585032042879,2060,4
406,0,4,3,0,0.0,0.0,12,8
407,0,4,75,2,0.01694915254237288,0.5657585032042879,300,4
408,1,2,1228,2,0.011976047904191617,0.668888417107985,2456,3
409,0,2,3289,2,0.01092896174863388,0.668888417107985,6578,3
410,0,2,185,2,0.012903225806451613,0.668888417107985,370,3
411,1,1,3575,1,0.005649717514124294,0.35609860143758665,3575,3
412,0,1,804,1,0.006756756756756757,0.35609860143758665,804,3
413,0,1,533,1,0.005952380952380952,0.35609860143758665,533,3
414,1,2,62,2,0.01834862385321101,0.625634169244979,124,3
415,0,2,135,2,0.014285714285714285,0.625634169244979,270,3
416,0,2,18,1,0.08333333333333333,0.2814304284315703,36,20
417,1,0,3289,0,0.0,0.0,0,999999
418,0,0,14,0,0.0,0.0,0,999999
419,0,0,135,0,0.0,0.0,0,999999
420,1,3,62,3,0.027522935779816515,1.2083225363891665,186,3
421,0,3,5,1,0.1111111111111111,0.37385118231751213,15,3
422,0,3,7,3,0.036585365853658534,1.2083225363891665,21,3
423,1,2,3289,2,0.01092896174863388,0.625634169244979,6578,3
424,0,2,3,1,0.029411764705882353,0.2814304284315703,6,5
425,0,2,5,0,0.0,0.0,10,5
426,1,4,310,4,0.026490066225165563,1.6203311570648766,1240,3
427,0,4,50,3,0.08108108108108109,1.072708464653281,200,3
428,0,4,27,4,0.032520325203252036,1.6203311570648766,108,3
429,1,9,144,6,0.05084745762711865,2.1567519358367715,1296,1
430,0,9,3,2,0.2,0.6510680980099504,27,5
431,0,9,62,7,0.06422018348623854,2.6200661398513345,558,3
432,1,14,355,10,0.06097560975609756,4.2181584448887515,4970,3
433,0,14,7,4,0.08,1.3542687619621245,98,4
434,0,14,25,10,0.12345679012345678,4.2181584448887515,350,3
435,1,2,643,2,0.013888888888888888,0.7207008592541,1286,3
436,0,2,10,2,0.031746031746031744,0.7207008592541,20,5
437,0,2,10,2,0.028169014084507043,0.7207008592541,20,3
438,1,1,1438,1,0.00641025641025641,0.3874579886764147,1438,3
439,0,1,10,1,0.02857142857142857,0.3874579886764147,10,5
440,0,1,643,1,0.006944444444444444,0.3874579886764147,643,3
441,1,1,141,1,0.006578947368421052,0.34684967693658786,141,3
442,0,1,515,1,0.006711409395973154,0.34684967693658786,515,3
443,0,1,25,1,0.013157894736842105,0.34684967693658786,25,3
444,1,5,97,5,0.06172839506172839,1.890985524170222,485,3
445,0,5,3,3,0.08571428571428572,1.0423099515850212,15,3
446,0,5,11,2,0.046511627906976744,0.7608795231534509,55,4
447,1,4,517,4,0.026490066225165563,1.2725727279482635,2068,3
448,0,4,187,4,0.02857142857142857,1.2725727279482635,748,3
449,0,4,7,4,0.04878048780487805,1.2725727279482635,28,3
450,1,6,908,5,0.029411764705882353,2.88531752096067,5448,3
451,0,6,19,1,0.024390243902439025,0.37346780825467435,114,4
452,0,6,91,5,0.03759398496240601,2.88531752096067,546,3
453,1,6,291,6,0.043478260869565216,2.576854627556957,1746,3
454,0,6,98,6,0.04477611940298507,2.576854627556957,588,3
455,0,6,10,4,0.043478260869565216,1.61290640382637,60,3
456,1,1,60,1,0.008547008547008548,0.4013869212466589,60,3
457,0,1,503,1,0.005988023952095809,0.4013869212466589,503,3
458,0,1,299,1,0.007142857142857143,0.4013869212466589,299,3
459,1,3,476,2,0.012987012987012988,0.598110718500164,1428,3
